business_id,name,city,state,latitude,longitude,stars,review_count,categories_raw,categories,price_level,top_reviews,tag_nightlife,tag_adventure,tag_shopping,tag_food,tag_urban,tag_sum,price_proxy
-OIUunijjcq_ZzyyQhPPFQ,Zorba's Taverna,Philadelphia,PA,39.9671642,-75.1748969,4.5,510,"Restaurants, Greek, Mediterranean","['restaurants', 'greek', 'mediterranean']",2.0,"[""I have dined at Zorba's once before several years ago and was very pleased then as I am now with this latest experience. This is a BYOW restaurant which are immensely popular for those of us who want and like good food at reasonable prices and prefer to bring our favorite wine without the customary tavern markup, I wish more restaurants would consider this option.\n For starters we had grilled octopus which was extremely tender, grilled perfectly and served with olive oil, garlic and a drizzle of balsamic vinegar. Next came our cold mezze plate with Taramosalata (cavier dip), Skordalia( potato garlic puree), Melitzanosalata ( roast eggplant dip), Kopanisti ( spicy feta cheese), Hummus ( chickpea spread) and domades ( stuffed grape leaves), this cold mezze was excellent in many respects better than I have had elsewhere when dining Greek. For my main coarse, I order roast lamb which came with rice, potato and a mixed vegetable, the lamb was delicious and very tender looking more like pulled pork than  sliced lamb roast, no matter, the flavor was outstanding so to were the accompanying sides. Others ordered roast chicken; a combination plate of Greek sausage (Lukániko), meatballs (Keftedakia), pastitcio ( baked casserole of  ground meat, pasta with a Béchamel sauce). Everyone was very pleased with their choices and as you might expect we all shared as most foodies usually do, the chicken btw was bomb!\n For dessert and to share for our table, I ordered Kataifi ( a shredded philo dough baklava type sweet), Galaktoboureko ( layers of golden brown crispy phyllo, sprinkled with melted butter, filled with a creamy custard and bathed in scented syrup, personal favorite) and Revani ( a coarse semolina cake soak in simple syrup). All desserts were excellent and what one would expect when dining in an authentic Greek restaurant; the Galaktoboureko, well lets just say it was intergalactic! \n Zorba's is a family run business that has kept very close to Greek style family dining tradition this place does it extremely well and the table service is outstanding, Zorba's offers a dining experience you won't want to miss when you are in Philly."", ""Zorba's is hands down one of the best authentic Greek spots in Philly! I personally love to dine here al fresco when the weather is nice, but stepping inside being surrounded by photos of my favorite Greek islands isn't too shabby either. \n\nTheir Fisherman's Feast is a favorite with my crew. It includes generous portions of filet of salmon, tilapia and rainbow trout. It comes complete with incredible roasted potatoes, rice and delicious stewed veggies! It's really an entire platter easily split by two hungry folk or a few for grazing. Technically this dish is only available for dinner, but they recently catered to my table during lunch, so just ask! \n\nGyros are a specialty, and served traditionally like you find in Mykonos with fries inside! They are absolutely packed but only available for lunch. A fan favorite for sure! \n\nDon't forget the baklava! It's to die for here. Drenched in honey with perfectly crisp flaky layers. Oh em geeeeee!! Even if you're stuffed, take some to-go! \n\nStart with the roasted eggplant dip! It's heavenly. Heavy on the garlic, but oh so delish and served with perfect warm pita!!! (I'm a pita snob). Calamari is said to be a terrific starter as well. \n\nWhen I crave and miss Greece, which is very often, this is where I head. Everyone who has been to this Fairmount staple loves it, and everyone I take here for the first time does as well. A crowd pleaser for sure!\n\nIt's on the smaller side so larger parties may potentially be a bit of an issue, but call in advance if it's a special occasion. The family own joint is super accommodating and friendly. \n\nBring those bottles of unmistakable clean, refreshing Greek white or some Ouzo because it's BYO! \n\nParking takes a bit patience, but once you find a spot out front I believe it's 8 hours unmetered! Score!!"", ""I just ate the best Mediterranean delivery food of my life. I couldn't even wait until tomorrow to write this review, that's how good this was. Two reviews, one day-good. Okay, you get the point. \n\nI came across Zorba's on a delivery app and promptly checked out the Yelp reviews. Solid scores all around from my trusted peers. I love Mediterranean food and order it from various restaurants probably once a week. I've found most places to be meh/okay to good, at best. Nothing has blown me away. Until Zorba's. \n\nI ordered the chicken souvlaki platter which came with several skewers of chicken over seasoned rice, delicious roasted veggies and the best tzatziki I've ever had. The chicken was perfectly seasoned and shockingly tender. How did you do it, Zorba's?! I also ordered a side of hummus and asked for cucumber instead of pita. The biz owner called to double check if I still wanted the bread that came with the entree. I didn't, and appreciated his attention to detail. I received lots of sliced cucs and the hummus was great. \n\nZorba's is a wee bit pricier than some other Mediterranean delivery spots, so it will have to be a dinner delivery option, rather than lunch. But the food is well worth the cost. If a lunch menu ever becomes available I might just become their best customer!""]",0.0,0.0,0.0,1.0,0.0,1.0,30.0
3hlI68hS0pKFY6_rK5UU_g,Big Island Poke,Tampa,FL,27.8939748,-82.5022832,4.0,128,"Juice Bars & Smoothies, Poke, Food, Hawaiian, Restaurants, Acai Bowls","['juice bars & smoothies', 'poke', 'food', 'hawaiian', 'restaurants', 'acai bowls']",1.0,"[""SO GOOD!!! I am a huge fan of bowls so I was very excited when I saw Big Island Poke open down the street from me.\n\nI ordered the spicy tuna bowl and it was great! The brown rice was really good. I hate when I go to a place and their rice has a weird after taste. This was not the case at all! Large amounts of tuna and delicious onion crisps!\n\nThey also have smoothies that I will definitely try next time.\n\nIt's a whole in the wall drive thru window place! Do not miss it! Pull in and get some good healthy food!"", ""We have been here before for the juices and smoothies and they've been great.  We decided to try the poke bowls and that was a mistake.  The tuna was not fresh and was tough.  The salmon was rotten and smelled like cat food, which we ended up throwing away.  We called Big Island and told them about the rotten salmon and hard tuna. They  offered to make us a new bowl, but we were not going to return.  I'm not sure we would ever go back for the food, but may continue with their fresh juices and smoothies."", 'When you first opened, quality was high and portions fair. Overtime, portions/toppings have decreased and the juice seems watered down. Please go back to the original way you did things. My kids and I stop here about once a week, but the last few visits have been disappointing, and may be ending entirely. \nUpdate: tried again today. Ordered a 12 oz machine gun kale and bought it home to find it weighed 8 oz. Not returning.']",0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,1.0,15.0
eFwFIh7olBwMHQ6ByoRH-Q,Goody's Soda Fountain & Candy Store,Boise,ID,43.629425,-116.203008,4.5,158,"Coffee & Tea, Ice Cream & Frozen Yogurt, Desserts, Specialty Food, Food, Candy Stores","['coffee & tea', 'ice cream & frozen yogurt', 'desserts', 'specialty food', 'food', 'candy stores']",2.0,"[""Reviewer No. 100!!!! \n\n5 stars! As good as it gets. \n\nI haven't been to too many candy stores, but this one tops all others that I have been to. Located in Boise's Northend near downtown, surrounded by a small row of restaurants, bars, and the like in a residential neighborhood, sits this cute and nostalgic candy store. \n\nOnce you walk in you'll be greeted with many yummy smells. To the right of you is the candy corn area and to the left is many plus animals and toys that you can purchase-- there is also one of the penny flattener machines in this area, too. \n\nOnce inside you can get your choice of many different pieces of candy from chocolates to gummy bears, or even get yourself a banana split or brownie sundae (see my photos). If you're in the mood for espresso they've got you covered, too! \n\nI can only imagine warm summer evenings at this place. I've been twice and both times were after having dinner with my friends in nearby restaurants. I can't wait to take my kids here!\n\nThe staff is friendly and welcoming. The prices are fair, better than the candy shop in the mall. The name says soda fountain and I didn't really pay attention to any sodas or notice them."", ""This store is a candy lover's (a.k.a. ME) dream! They have EVERYTHING! This was my first visit to the Boise location, and it was nothing short of magical. \n\nHusband and I were checking out Christmas lights and wanted some sweets. We shared a large Marionberry Milkshake ($6.95) and grabbed several candies. I believe it's around $33.00/lb. Some of the délectables we snatched were Peanut Butter Road, White & Strawberry Chocolate Covered Oreos, and a brown sugar based candy I can't remember the name of. We also grabbed a gift box, the last one! All items were so good! They didn't last very long at all. I finished them wishing I had grabbed more! The milkshakes are some of the best you'll ever have. Word of caution - they are super rich, so if you have a sensitive stomach, beware! You may want to save some for the following day. That's what we did, and it tasted just as delicious."", ""Super charming neighborhood, very friendly staff, awesome selection.  I'm not sure if the chocolates are mass produced like Rocky Mountain as they didn't taste out of the oven homemade.  I believe the ice cream is made on the premises.  Overall, it's a must stop when in the area.""]",0.0,0.0,0.0,1.0,0.0,1.0,30.0
RVLF2RaStLkJiQCqBHknDw,Mom Mom's Kitchen and Polish Food Cart,Philadelphia,PA,39.9439859,-75.167449,5.0,91,"Food, Polish, Food Trucks, Street Vendors, Restaurants","['food', 'polish', 'food trucks', 'street vendors', 'restaurants']",1.0,"['The Chinese have their ""Dumpling"", the Japanese have their""Gyoza"", the Italians have their ""Ravioli"" and the Polish have their ""Pierogi"" !  America, well we have all of them and then some in a buffett line.\n\nBada Bing!  I am not talking about the strippers club you\'d see in the Sopranos. What  I am talking about is this little food cart that attracts a line like no other has seen. This could be for a Night Market event or any type of  street festival event Mom Mom\'s is on point with their product . \n\nPierogi, pfff I used to say ,or I would call it the ""imitation ravioli"". I admit I was wrong , very wrong actually. Nothing like watching and hearing these little potato and cheese bad boys sizzle on the grill as you begin to salivate.  \n\nNow seeing I am new to the Pierogi scene, I couldn\'t tell you what or how they should be prepped. What I can tell you is that  they are simply awesome with the caramelized onions and sour cream as the toppings. I find myself now going to different spots checking out the appetizers, seeing if pierogies is on the menu. I also have no issue trying out different ways you could enjoy a pierogi.\n\nI\'m hooked on these guys, with their fresh handmade morsels they make. I will say this though, I know who set the bench mark in my opinion of what a pierogi should taste like. Mom Mom\'s your product is outstanding, I look forward to seeing your station set up. I will be perusing their menu even more, seeing their pierogi is on point. I could only imagine what else they make that will make me go crazy for.  \n\nI can\'t wait for Spring to come around again, because I will be there too as the season of festivals begin!', 'After walking past Mom Mom\'s on South street and saying ""we need to try this"" one too many times, I decided that I was going to make it happen. On a Friday night while doing happy hour nearby, I decided to place an order for Mom Mom\'s online. I placed my order for a classic Potato Pierogi and a Cheesesteak Pierogi around 7 PM and they were ready by 7:20.\n\nI visited the counter to let them know I had placed an order online and they promptly handed me my bag. I brought it back to the bar at Bob & Barbara\'s to eat, which is no problem because the neighboring businesses have a great relationship.\n\nEach pierogi order came with 5 generously sized pieces. The caramelized onions were the perfect addition to both dishes. The ketchup that came with the cheesesteak pierogi was delicious! I was truly in heaven as I tried these perfect lil pierogis. I didn\'t think it was possible that they could be as good as the rumors, but they absolutely live up to the hype. \n\nDo yourself a favor and stop by Mom Mom\'s ASAP!', ""I literally stood in torrential rain for delicious Polish food :)\n\nMy Aunt has a secret family pierogi recipe that I was finally given maybe 2 years ago. We eat a lot of pierogies in the family at all holiday dinners.\nMom-Mom's is on par with what I grew up with. The flavor, texture, the filling, all super fantastic.\n\nNow, the golabki.. my friend's Baba (grandma) has been making me the best golabki since Kindergarten. Mom-Mom's golabki is perfect. And because it's hard to get to see Baba to get her delicious foods, I now have Mom-Mom's for all the cravings that hit.""]",0.0,0.0,0.0,1.0,0.0,1.0,15.0
WfPmZ9hp50ttugTVgfcPpA,Lulu's Pizza,Boise,ID,43.6433577229,-116.2061858995,4.0,88,"Pizza, Restaurants, Food Delivery Services, Italian, Food","['pizza', 'restaurants', 'food delivery services', 'italian', 'food']",2.0,"['A friend recommended we try this place for lunch and I am glad he did.  Excellent pizza. Crust was thin and crispy.  Great lunch special, 2 giant pieces of pizza with a drink for $5.99.  I think it was a lunch special but it was so good I ordered a large pizza after the two slices and we all enjoyed ourselves.  Great place, looking forward to coming back.\n\nThe restaurant itself was small but cozy.  Plenty of room in there to spread out and have a conversation at the table.  Check it out.', ""GASP. How have I yet to review this little 'slice' of heaven! (See what I did there? #Punny.) Perhaps I've had it in my head that since I've been here a handful of times I must have already reviewed it and shared with the Yelp world how wonderful a place this pizza shop is? Either way, I'm now sharing with all of you the glory that is Lulu's...\n\nThe Vibe here is so fun, relaxed and comfortable. It reminds me of this pizza shop that I used to go in high school that was a few blocks from Newport Beach's boardwalk. It's got that 'come as you are' sorta vibe to it. They have misters on their patio for extra hot days, a cozy indoor dining space, and they frequently host live musicians here.\n\nThe food is delicious! You can get pizza by the slice, or order an entire pie to enjoy there or take home with you. Their pizzas deviate from the typical cheese and pepperoni (although they have these available). They offer unique combinations of flavor like the BBQ Chicken, Thai-on-one, and my favorite, the Athenian (garlic, spinach, sliced mushrooms, mozzarella, feta, fresca tomatoes, and extra virgin olive oil).\n\nPrices are more than Domino's or Pizza Hut, but only by a few dollars (totally worth it IMHO). I've only ever purchased pizza by the slice (which can be done for less than $5). My most recent discovery here is their lunch special - a slice and half garden salad for $6. Their slices are big and their half salads are substantial - perfect for those lunchtime cravings!"", 'Very good pizza. Stopped in for our first time after driving passed it a dozen times after our hikes up Bogus Basin, and finally decided to stop. I wish we had a long time ago! We were craving a New York style pizza, and boy did they deliver! Yum. Will definitely be back']",0.0,0.0,0.0,1.0,0.0,1.0,30.0
7T1VAYHIS3cgsDj3iS6JWQ,The Frosted Fox Cake Shop,Philadelphia,PA,40.0487762,-75.1834594,5.0,104,"Bakeries, Food","['bakeries', 'food']",1.0,"[""For the past 6 years of me ordering my daughter's birthday cakes, I believe the prettier the cake, the nastier the taste. I had 6 years of experience lol. This year I decided to go somewhere a bit far to see if I can get a cake for my daughter in Roblox theme. I came across Frosted Fox. The very positive reviews on both Yelp and Google lure me to this bakery. And it definitely didn't disappoint!\n\nI had contacted The Frosted Fox two weeks before her birthday. I had communicated with Sean thru both emails and on the phone for all the details. The ordering process were quick and easy. Usually my cakes including the topper cost $250 and up, but it cost under $200 this time, which i find it very reasonable. The cake were so delicious that it was gone after three hours lol..... \n\nP.s. The only part left is the unicorn, it is TOO CUTE to eat!"", 'Everything from here is wizardry. The raspberry crumb bar is more like a shortbread crust covered in luscious raspberry jam and oatmeal toffee.', ""Maybe I haven't tried enough pastries/or baked goods here, or maybe it was the day I visited, or perhaps it could've been a slight change in the recipe that day because I feel the reviews are misleadingly overrated. I purchased 2 cookies--chocolate chip and oatmeal. It was rather underwhelming. I've had some great tasting cookies yet these were mediocre. Also the greeting was sort of flat. I've been to plenty of family-owned bakeries where there is a personal welcomed feeling-- I didn't sense that here. \n\nThe shop is cutely decorated with vintage design, and the foxes lives up to accenting the theme. I think this is what was most salient.\n\nI really wanted to be ready to give my five star review after reading the reviews, bookmarking it, and finally making a visit. However, it just wasn't what it seemed.""]",0.0,0.0,0.0,1.0,0.0,1.0,15.0
17Y8circEnkMMXKfLo8Ztg,Bitar's,Philadelphia,PA,39.9346516,-75.1602726,4.0,154,"Restaurants, Middle Eastern, Falafel, Bakeries, Food, Greek, Mediterranean","['restaurants', 'middle eastern', 'falafel', 'bakeries', 'food', 'greek', 'mediterranean']",1.0,"[""My friend Kory introduced me to BItar's today, and I feel like I need to send him a thank you card. This was probably the best Greek/Mediterranean food I've ever had, and conveniently also the least expensive. Currently only open until 7pm, this is the perfect spot for lunch, or an early dinner if you can get over there and grab some take out. \n\nMy chicken kabob combo platter came with delicious grilled chicken sliced over lettuce and tomatoes. I requested a tatziki sauce instead of the sesame sauce. On the side was a generous serving of tabouli salad, a heaping pile of hommus, and a grilled pita served in foil. The portion size was huge. I had enough left over to eat for dinner. \n\nWhile there I also had a few bites of the Bitar gyro, which has lamb, marinated onions and peppers, french fries and a sriracha aioli. Also delicious, if a bit heavy for my usual lunch preferences. Definitely a solid hangover meal, however. \n\nOf course, I couldn't leave without a little bite from the pastry case. I tried a pistachio and honey selection that was wrapped in a shell which reminded me of shredded wheat (only more delicious). I knew I should have written down what it was called, but I did take a photo of the full tray.\n\nI will be happy to jump in my ride and head down to South Philly for lunch at Bitar's. It surely will not be long before my next visit."", ""The original Lebanese market and eatery in Philly was Bitar's in South Philly.  I have heard this was the first place to sell falafels in all of Philadelphia.  Whether this is true of not, the good news is that their falafels are still very good.  I also tried one of their flatbread creations - punnily called a Bit-zza.  I liked it ok but It could have used a hot pepper sauce or some harissa which I didn't see anywhere.  The French fries dipped in their tahini sauce were more to my liking.  The market isn't offering as many products as I heard they once did but that's almost surely the result of the ubiquitousness of ethnic offerings in markets across the region. Even so, Bitar's is a Philly tradition and a major falafel destination."", ""*This review is for Bitar's market-side of groceries and prepared foods, not the lunch counter/sandwich side*\n\nI never really appreciated proper Middle Eastern fare until I started dating a good-looking half-Lebanese fellow whose family members are all superior cooks -- coincidentally also named Bitar!\n\nThough his mom's baba ganouj is tasty, even she admits it's not as good as Bitar's smoky, creamy eggplant mash.  Scooped up with their housemade pita and studded with bits of Bulgarian feta (so cheap at only $6/lb.), or rolled into a wrap with tons of arugula, their baba is one of the most satisfying vegetarian items in existence. \n\nBitar's also prepares huge party trays of baba, hummous, grape leaves, tabbouleh salad, spanikopita and other hand-made edibles for catering purposes.  We also pick up grocery items like tahini, chickpeas and rice here at very competitive prices.""]",0.0,0.0,0.0,1.0,0.0,1.0,15.0
S2Ho8yLxhKAa26pBAm6rxA,Creole House Restaurant & Oyster Bar,New Orleans,LA,29.9522129,-90.0671158,4.0,1594,"Cajun/Creole, Seafood, Restaurants, Breakfast & Brunch","['cajun/creole', 'seafood', 'restaurants', 'breakfast & brunch']",2.0,"['We decided to check out Canal Street, after eating 5 meals in the French Quarter, and 1 meal in the Garden District.  This place was just one block from our timeshare condo, with hawkers shouting for your attention under a bright lighted sign for Creole House.\n\nWalked in on a Thursday night at 6pm, and the place was humming, with most tables filled, quite a scene on a rainy night, when most places would be empty, including the Pierre Maspero. \n\nWe were seated right next to a group of six, with my chair butting against two of theirs.  Close quarters, and plenty noisy.\n\nI ordered the $19 Creole Stuffed Fish, while the wife ordered the $26 Canal St. Redfish.  Service is on the slow side, and no hot bread to nibble on.\n\nThe creole stuffed fish is only about six inches in length, with stuffing between two pieces of fillet.  The fish is a Gulf fish, a very salty white fish.  The stuffing is crawfish flavored stuffing, covered with a crawfish orange colored sauce.  The stuffing is delicious by itself, but goes well with the fish, by taming the saltiness of the fish.  Comes with mixed vegetables and mashed potatoes.\n\nThe redfish is panko crusted, covered with a garlic sauce and topped with three Gulf shrimp.  When the wife gave me some to eat, she made sure to keep the shrimp for herself.  The redfish is firmer than the gulf fish, less salty, and has more meat on it.  Wife loved it.\n\nFinished off our dinner with an $8 bread pudding,  which came with French bread soaked in cream and sugar, baked, and topped with carmel sauce, and whipped cream.  Pretty substantial, about 5"" square.  \n\nEat too many of these and won\'t be able to fit into that 18"" wide airline seat going back home the next day!', 'If I was back in NOLA...\n\nWe had a delicious lunch here at Creole House. It was pointed out by our tour guide on the Hop-On, Hop-Off tour bus that the restaurant stands as the oldest existing building on Canal Street . In between sightseeing we worked ourselves an appetite and found ourselves on Canal Street... we came in for lunch.\n\nThe hostess seated us at a table near the bar. Creole House offers Cajun and Creole cuisine. Although we didn\'t partake in their fresh oysters we Instead spoiled ourselves with their Southern Louisiana classics from their menu. Mom and I shared a plate of Crabcake and Gulf Shrimp Alfredo -- simple and yet so good with excellent savory flavors. Crab cake on top of a bed of Fettuccine pasta with sauteed Gulf shrimp tossed with seafood alfredo sauce. We really liked it. Hubby also have seemed to enjoy his Roast Beef Po-Boy... before I could say ""Laissez les bons temps rouler"" it was gone! :)\n\nThis is a sit down restaurant. There are two levels. Our server accidentally switched our Alfredo meal with the table next to us, when he realized his mistake he apologized, corrected it immediately, took back our meals and gave us new servings from the kitchen. \n\nClean and casual atmosphere. Food was reasonably priced and wonderful! Yes, if we ever had a chance to go back in New Orleans we\'d definitely hit this place up again... maybe during Super Gras (2024)! \n\nReview #1722', ""I really enjoyed Creole House. I have to say it was one of the better restaurants we tried while in New Orleans. My husband and I came here around 3:30-4:00 pm. This was one of the suggestions our tour guide on the Vip City Tour gave. I'm glad we decided to give this one a try. From the outside it looks touristy and like it won't be that good, but it is. The food and service was very good! \n\nI started by ordering a simple side salad. It was mixed greens, tomatoes, red onions, and cheese. It was super simple but so good. I had my salad with ranch dressing. This salad hit the spot.\n\nMy husband also had a drink from here. I don't remember the name but go look at my pictures. He said it was good and gave a slight buzz. It's a tall greenish drink! \n\nI ordered the Red Beans & Rice with a side of Jambalaya and my husband ordered the Southern Fried Fish Platter. The Red Beans and Rice came with creamy, slow-simmered red beans served with white rice, andouille sausage and gator sausage. This dish was good. I liked that they give you two different sausages. Both were good. One sausage was better than the other but I don't know which was which. My only complaint here is that the Red Beans could have used a tad more flavor. The Jambalaya was very good! It was seasoned well and was the best Jambalaya we had while being in New Orleans. Now let's talk about my husband's fish platter. It was served with french fries and hushpuppies with a side of cocktail and tartar sauces. Omg, this fish platter was sooo good! The fish isn't exactly catfish but in the catfish family or close to the waiter said. It was fried to the perfect golden brown. It was also seasoned well. It tasted wonderful with the cocktail sauce. Truly a good light fried fish. I hate food being fried hard! The hush puppies were the cherry on top! They were like a jalapeño hush puppy. They were so good, moist with a little kick. It went perfect with the fish! I really enjoyed helping my husband eat this. Lol. I know this sounds greedy. However sometimes if my husband and I want to try two dishes from a restaurant, I'll order one and he orders the other and we share both. It was probably some of the best fried fish I've ever had. I'm picky about fried fish so I don't order it a lot or eat everybody's. I would definitely encourage anyone to try it! \n\nOverall, I was pleased with my experience at Creole House.""]",0.0,0.0,0.0,1.0,0.0,1.0,30.0
Swjkmg5qAHT6hwXQRWQoHQ,Tampa Bay Brewing Company Westchase,Tampa,FL,28.0378445013,-82.6476599503,4.0,476,"American (New), Breweries, Food, American (Traditional), Restaurants, Gastropubs","['american (new)', 'breweries', 'food', 'american (traditional)', 'restaurants', 'gastropubs']",2.0,"['Finally! Something in Westchase worth recommending (besides Fresh Bites)! I know this is a fairly new business to the Westchase area and the going joke with Mel and I is the moment we like a restaurant near us it goes bad quickly. The hope is TBBCW keeps up the good work. Yes, I had to include my Westchase rant in this review as it is so disappointing to live in such a sought out area of town and have to travel to South Tampa or further for good eats. I digress. I don\'t drink beer, so this review is all about the atmosphere, service and food.\n\nThe location is a bit hidden, off of Racetrack Rd. across from the Oldsmar Flea Market and around the corner from Hillsborough. It\'s in an area with no other restaurants, so it was surprising to see it was full on a Sunday afternoon. There was a buzz from all the patrons sitting outside enjoying beautiful weather under umbrellas. The inside is pretty cool. The restaurant has a garage door window up front allowing open air. You can see through the glass to the brewery and there\'s a pizza oven in the heart of the restaurant. \n\nOnto the food. I was surprised at how much variety there was on the menu. It was tough even picking an appetizer. There\'s a Hummus and Lebneh appetizer, folks. We eat humus and lebneh as a combo at home because we love the stuff so much. Today was not the day to try this, but boy was I impressed! There was a cantonese twist on calamari and fried brie on the app menu. We went with the Famous Cheese & Ale Dip, well because it\'s famous. This was good stuff. They give you a lot of toasted ciabatta to dip in the cheese, so we brought half of it home. We wanted to make sure we had enough room in our tummies to try our entrees. \n\nI ordered The Bomb, which is a cheese burger with onion straws and bacon covered in pizza dough, then baked and served with a horseradish beer sauce on the side. I had to order this after realizing how different it was from your normal bunned burger. Our server also said that The Bomb was featured on Drive-ins, Diners and Dives with Guy Fieri at their other location (okay, so now I\'m aware that there\'s another location). I ordered it medium without bacon after asking my server if they were pre-made with bacon inside. She stated that everything is made to order, so I can definitely get it that way. I love the choice of sides that come with the burgers; fries (of course), white cheddar mashed potatoes, red beans & rice, soup or salad. I got the salad. I have to say I\'m even impressed with the house salad because most burger/wing/beer style establishments give you iceberg or romaine lettuce, but TBBC uses mixed greens and a citrus vinaigrette house dressing. I felt good eating this salad because I knew what was to come. So, The Bomb comes out looking ""the bomb""...enough for someone at a nearby table to ask what it was. However, I cut it in half only to find bacon intertwined with the melting cheddar. It looked soooo good, but anyone who knows me knows I won\'t willingly eat bacon if I don\'t have to. So, I sent it back and our server gladly replaced it. Before it arrived she told me they took it off the check, which was unnecessary because things happen, but this is how business should be run. When a mistake is made you offer to take it off or offer a freebie for your trouble. The server was even nice enough to ask me if I\'d like it boxed since hubbystanks finished his Tetanka (a bison burger) before I even finished my salad. I told her I\'d still eat part of my burger there, but I\'d need a box because after seeing the size of The Bomb I was pretty sure I would have left overs. They brought out the new Bomb (which even had fries on the side which I didn\'t need, but again a nice gesture). I cut into it. It was juicy, perfectly cooked and piping hot! Holy moly this was a damn good burger! It\'s a must to dip the burger in the horseradish Red-Eye Amber Ale sauce. I could only eat about 3 bites. Hubbystanks had to try it and he loved it too. Late night snacktime will be so tasty tonight.\n\nAll in all, I can\'t wait to come back. Some small details I noticed: The kitchen staff was dressed in black chef\'s coats This let me know I was getting something close to gourmet. I also noticed the attention to detail with our server. Not only was she extremely accommodating with replacing my order, but when we asked for to-go boxes we got the boxes, but didn\'t have to ask for sauce containers. This may seem small, but you don\'t know how many times I\'ve been given a box for something soupy. \n\nI highly recommend TBBC and hope that the customer service, cleanliness, laid back atmosphere and solid food stays up to par! Westchase needs this level of excellence in restaurants. I want to try everything on the appetizer menu, but I really need to try the hummus and lebneh. I\'m looking forward to eating a pizza and maybe even tasting a specialty beer next time. Why did it take so long for us to try TBBCW?!', ""This is a reliable place to hold a happy hour for a large group. They always provide excellent service and they have an awesome long table for 20+ made out of one huge tree. \n\nYou can sit inside or outside, depending on the weather and your whim. As for drinks, they have a full bar and solid assortment of beers. \n\nWhile the atmosphere is nice, it's the service that encourages us to return."", 'This restaurant is evaluating for their food not their local brew beer. The two star was given due to after food experience. After dine their food I have to go to restroom several time. It take me a day to clear my stomach pain. Some of the food is not up to the quality. \n\nThe restaurant do have a lot of customers. Seem like a good joint. Especially the private local brew beer. It has the brewery just next to it with tour. I did not try it. I am straight to the restaurant. \n\nI got the blackened rock shrimp and the Belgium Blonde. I like the Belgium blonde beer. The rock shrimp dish include the spinach fettuccine, mushroom, andouille sausage, yellow bell pepper. The sauce is creamy. The rock shrimp is firm. Not sure which item did not measured up cause stomach diarrhea. May be the sauce. Anyhow my experience is not good with the food.']",0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,1.0,30.0
CA5BOxKRDPGJgdUQ8OUOpw,Maynards,Tucson,AZ,32.2230921164,-110.96662733,4.0,608,"Grocery, Burgers, Food, Local Flavor, Restaurants, Salad, American (Traditional), Nightlife, American (New), Bars, Sandwiches, Breakfast & Brunch","['grocery', 'burgers', 'food', 'local flavor', 'restaurants', 'salad', 'american (traditional)', 'nightlife', 'american (new)', 'bars', 'sandwiches', 'breakfast & brunch']",2.0,"[""Incredible dining experience. Everything we ordered was worthy of the clean plate club. My husband ordered the pepperoni pizza and I had the chefs special which was freshly made spiral pasta with a short rib bolognese. Excellent flavors and textures all around. I also sampled my friend's cocktail and they were all tasty and refreshing!\n\nCome to celebrate a big event or just treat yourself! They do happy hour and reverse happy hour. Lovely lovely restaurant!"", 'Breakfast was cold, and the service was poor, despite us voicing our concerns politely. Other places in town have better service and food is served warm! Had the good been warm, however, would have been tasty as the concepts were great.', 'Took my girlfriend on a date here a few months back. My mother stopped in and had dinner on a business meeting and received some sub-par service so I decided to write a review.\n\nOn my lone visit, we were seated right away...off to a good start. Our waiter took 6-8 minutes to find our table, no big deal though. My girlfriend (23 y.o.) ordered a martini and our waiter asked for her ID, fair request by my book. I then ordered an alcoholic beverage for myself and no ID was requested...hmm, that\'s interesting, I wonder why my girlfriend was \'carded\' and I (25 y.o.) wasn\'t? Well, let\'s ask: ""So why didn\'t you ask for my ID?"" I said in a playful tone. ""We don\'t card anyone that looks a day over 30 here at Maynards Sir."" Proclaimed our waiter. I mean, I was rocking a fairly dirty mustache being that it was the middle of November but...over thirty?! Okay that\'s fine. \n\nOur drinks took about 10 minutes and our food another 40. I will say however, that the train whizzing right by our table and BARELY being able to hear it was a pretty cool experience. The food was great but for the price I would expect it to be. Also had to leave the restaurant, go around the corner and up the stairs to find a restroom. \n\nService: B-\nFood: A\nAlcohol: A\nPrice: C\nLocation: A-\nParking: C-\n\nGPA: 3.04 = B']",0.25,0.0,0.0,0.625,0.125,1.0,30.0
